tag,holdout,support_id,job_id,weight,rank
pew_w154_diff1_n12,hobbies,1,pew_w154_diff1_n12_001,6.733167706125155e-08,6
pew_w154_diff1_n12,hobbies,2,pew_w154_diff1_n12_002,6.262171548671776e-09,11
pew_w154_diff1_n12,hobbies,3,pew_w154_diff1_n12_003,0.07771690286605747,4
pew_w154_diff1_n12,hobbies,4,pew_w154_diff1_n12_004,1.041313134202458e-11,12
pew_w154_diff1_n12,hobbies,5,pew_w154_diff1_n12_005,1.2327319464192732e-08,9
pew_w154_diff1_n12,hobbies,6,pew_w154_diff1_n12_006,0.11671038581869832,3
pew_w154_diff1_n12,hobbies,7,pew_w154_diff1_n12_007,9.474713151014324e-09,10
pew_w154_diff1_n12,hobbies,8,pew_w154_diff1_n12_008,0.5785703022038358,1
pew_w154_diff1_n12,hobbies,9,pew_w154_diff1_n12_009,1.890637150902606e-08,8
pew_w154_diff1_n12,hobbies,10,pew_w154_diff1_n12_010,9.193785509838819e-08,5
pew_w154_diff1_n12,hobbies,11,pew_w154_diff1_n12_011,5.659518310320947e-08,7
pew_w154_diff1_n12,hobbies,12,pew_w154_diff1_n12_012,0.22700214626570436,2
pew_w154_diff1_n12,physical_abilities,1,pew_w154_diff1_n12_001,6.37215139300759e-11,6
pew_w154_diff1_n12,physical_abilities,2,pew_w154_diff1_n12_002,0.2519706803889105,2
pew_w154_diff1_n12,physical_abilities,3,pew_w154_diff1_n12_003,2.6220197360532177e-11,8
pew_w154_diff1_n12,physical_abilities,4,pew_w154_diff1_n12_004,2.319126676334476e-10,5
pew_w154_diff1_n12,physical_abilities,5,pew_w154_diff1_n12_005,1.5364681908320594e-11,9
pew_w154_diff1_n12,physical_abilities,6,pew_w154_diff1_n12_006,0.06111063785887932,4
pew_w154_diff1_n12,physical_abilities,7,pew_w154_diff1_n12_007,7.2716808038966e-12,11
pew_w154_diff1_n12,physical_abilities,8,pew_w154_diff1_n12_008,0.4664696624519611,1
pew_w154_diff1_n12,physical_abilities,9,pew_w154_diff1_n12_009,3.7979364183054064e-11,7
pew_w154_diff1_n12,physical_abilities,10,pew_w154_diff1_n12_010,4.3288333705789126e-14,12
pew_w154_diff1_n12,physical_abilities,11,pew_w154_diff1_n12_011,1.3085117101011575e-11,10
pew_w154_diff1_n12,physical_abilities,12,pew_w154_diff1_n12_012,0.22044901890465046,3
pew_w154_diff1_n12,parenting,1,pew_w154_diff1_n12_001,6.89946637223488e-10,6
pew_w154_diff1_n12,parenting,2,pew_w154_diff1_n12_002,0.24484920150478973,2
pew_w154_diff1_n12,parenting,3,pew_w154_diff1_n12_003,0.06574984168994452,4
pew_w154_diff1_n12,parenting,4,pew_w154_diff1_n12_004,2.2012954035550997e-13,12
pew_w154_diff1_n12,parenting,5,pew_w154_diff1_n12_005,1.96132549056681e-10,9
pew_w154_diff1_n12,parenting,6,pew_w154_diff1_n12_006,1.7472933340559023e-09,5
pew_w154_diff1_n12,parenting,7,pew_w154_diff1_n12_007,1.6299761019538173e-11,11
pew_w154_diff1_n12,parenting,8,pew_w154_diff1_n12_008,0.4725458419067747,1
pew_w154_diff1_n12,parenting,9,pew_w154_diff1_n12_009,3.874021538221605e-10,8
pew_w154_diff1_n12,parenting,10,pew_w154_diff1_n12_010,3.619695579363853e-11,10
pew_w154_diff1_n12,parenting,11,pew_w154_diff1_n12_011,6.25546729517649e-10,7
pew_w154_diff1_n12,parenting,12,pew_w154_diff1_n12_012,0.21685511119945294,3
pew_w154_diff1_n12,feelings,1,pew_w154_diff1_n12_001,0.028231564322611268,7
pew_w154_diff1_n12,feelings,2,pew_w154_diff1_n12_002,0.29113728897985014,1
pew_w154_diff1_n12,feelings,3,pew_w154_diff1_n12_003,0.053285616989882774,5
pew_w154_diff1_n12,feelings,4,pew_w154_diff1_n12_004,0.02338984117678601,9
pew_w154_diff1_n12,feelings,5,pew_w154_diff1_n12_005,0.021915926702315413,10
pew_w154_diff1_n12,feelings,6,pew_w154_diff1_n12_006,0.2297442371345084,2
pew_w154_diff1_n12,feelings,7,pew_w154_diff1_n12_007,0.030099242913805713,6
