support_id,job_id,design_type,reason,coverage_item,coverage_option,intensity,coherence,pattern,profile
257,teen_social_big_support_aug3_257,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel more connected"", ""late_night_use"": ""Rarely"", ""parental_rules"": ""No rules"", ""posting_frequency"": ""A few times a week"", ""primary_platform"": ""Another platform"", ""sleep_interference"": ""Often"", ""social_comparison"": ""Rarely"", ""social_media_hours"": ""Four or more hours""}",
258,teen_social_big_support_aug3_258,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Very strict rules"", ""posting_frequency"": ""Never or almost never"", ""primary_platform"": ""YouTube"", ""sleep_interference"": ""Often"", ""social_comparison"": ""Sometimes"", ""social_media_hours"": ""Less than one hour""}",
259,teen_social_big_support_aug3_259,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Some clear rules"", ""posting_frequency"": ""Never or almost never"", ""primary_platform"": ""TikTok"", ""sleep_interference"": ""Never"", ""social_comparison"": ""Rarely"", ""social_media_hours"": ""Less than one hour""}",
260,teen_social_big_support_aug3_260,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Very strict rules"", ""posting_frequency"": ""A few times a week"", ""primary_platform"": ""Instagram"", ""sleep_interference"": ""Often"", ""social_comparison"": ""Often"", ""social_media_hours"": ""Less than one hour""}",
261,teen_social_big_support_aug3_261,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Very strict rules"", ""posting_frequency"": ""Less than once a week"", ""primary_platform"": ""Instagram"", ""sleep_interference"": ""Sometimes"", ""social_comparison"": ""Rarely"", ""social_media_hours"": ""Less than one hour""}",
262,teen_social_big_support_aug3_262,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Very strict rules"", ""posting_frequency"": ""Never or almost never"", ""primary_platform"": ""I do not use social media"", ""sleep_interference"": ""Sometimes"", ""social_comparison"": ""Never"", ""social_media_hours"": ""One to three hours""}",
263,teen_social_big_support_aug3_263,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel less connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""No rules"", ""posting_frequency"": ""Never or almost never"", ""primary_platform"": ""TikTok"", ""sleep_interference"": ""Sometimes"", ""social_comparison"": ""Never"", ""social_media_hours"": ""Four or more hours""}",
264,teen_social_big_support_aug3_264,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel more connected"", ""late_night_use"": ""Often"", ""parental_rules"": ""Some clear rules"", ""posting_frequency"": ""Less than once a week"", ""primary_platform"": ""Another platform"", ""sleep_interference"": ""Never"", ""social_comparison"": ""Never"", ""social_media_hours"": ""Four or more hours""}",
265,teen_social_big_support_aug3_265,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel more connected"", ""late_night_use"": ""Never"", ""parental_rules"": ""Some clear rules"", ""posting_frequency"": ""Never or almost never"", ""primary_platform"": ""Another platform"", ""sleep_interference"": ""Often"", ""social_comparison"": ""Never"", ""social_media_hours"": ""One to three hours""}",
266,teen_social_big_support_aug3_266,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""connection_effect"": ""Makes me feel more connected"", ""late_night_use"": ""Rarely"", ""parental_rules"": ""Some clear rules"", ""posting_frequency"": ""Less than once a week"", ""primary_platform"": ""Snapchat"", ""sleep_interference"": ""Sometimes"", ""social_comparison"": ""Never"", ""social_media_hours"": ""Four or more hours""}",
