support_id,job_id,weight
1,pew_work_family_detailed_001,0.0014073019234559698
2,pew_work_family_detailed_002,0.0007902904896217044
3,pew_work_family_detailed_003,0.0024624754242033794
4,pew_work_family_detailed_004,0.0014351135341609835
5,pew_work_family_detailed_005,0.0002362252304859238
6,pew_work_family_detailed_006,0.0016108558347059485
7,pew_work_family_detailed_007,0.0032466180004696887
8,pew_work_family_detailed_008,0.0027712501617010795
9,pew_work_family_detailed_009,0.001926653052176076
10,pew_work_family_detailed_010,0.000622715383410364
11,pew_work_family_detailed_011,0.0024689971792527074
12,pew_work_family_detailed_012,0.0012961450433359308
13,pew_work_family_detailed_013,0.00041394057220994795
14,pew_work_family_detailed_014,0.0005251814162339313
15,pew_work_family_detailed_015,0.000861175922225255
16,pew_work_family_detailed_016,0.0015120225600754496
17,pew_work_family_detailed_017,0.0024071279767522644
18,pew_work_family_detailed_018,0.0070987715938214775
19,pew_work_family_detailed_019,0.0015323749498486654
20,pew_work_family_detailed_020,0.003314020957061315
21,pew_work_family_detailed_021,0.0021755285476576865
22,pew_work_family_detailed_022,0.0007262345383943125
23,pew_work_family_detailed_023,0.004307880410262271
24,pew_work_family_detailed_024,0.004881727514177421
25,pew_work_family_detailed_025,0.002190636233243257
26,pew_work_family_detailed_026,0.004108189218711605
27,pew_work_family_detailed_027,0.0006085236356464896
28,pew_work_family_detailed_028,0.0005912836005872574
29,pew_work_family_detailed_029,0.0007426261595315067
30,pew_work_family_detailed_030,0.007067383541004371
31,pew_work_family_detailed_031,0.004553730917289552
32,pew_work_family_detailed_032,0.005454991676826032
33,pew_work_family_detailed_033,0.0008558451289088935
34,pew_work_family_detailed_034,0.002689589213217073
35,pew_work_family_detailed_035,0.004986922633774524
36,pew_work_family_detailed_036,0.0028058564218568136
37,pew_work_family_detailed_037,0.0012915120636135678
38,pew_work_family_detailed_038,0.0013940994923811094
39,pew_work_family_detailed_039,0.008648582517615517
40,pew_work_family_detailed_040,0.00118383537487947
41,pew_work_family_detailed_041,0.0029941934856326344
42,pew_work_family_detailed_042,0.003359097758741569
43,pew_work_family_detailed_043,0.0005645558974957831
44,pew_work_family_detailed_044,0.002606107922566559
45,pew_work_family_detailed_045,0.00803731993794582
46,pew_work_family_detailed_046,0.0026924978381101887
47,pew_work_family_detailed_047,0.0011208802551479382
48,pew_work_family_detailed_048,0.0015563607627257076
49,pew_work_family_detailed_049,0.007388100194000657
50,pew_work_family_detailed_050,0.004157633545850754
51,pew_work_family_detailed_051,0.005783414061195251
52,pew_work_family_detailed_052,0.0006329868565512093
53,pew_work_family_detailed_053,0.0013103014074681784
54,pew_work_family_detailed_054,0.00437628280428145
55,pew_work_family_detailed_055,0.00264485331791214
56,pew_work_family_detailed_056,0.0006819115303627019
57,pew_work_family_detailed_057,0.004787334259852612
58,pew_work_family_detailed_058,0.00036755399652919647
59,pew_work_family_detailed_059,0.001998786430887687
60,pew_work_family_detailed_060,0.003007857822137034
61,pew_work_family_detailed_061,0.00236500223261476
62,pew_work_family_detailed_062,0.00733505159719841
63,pew_work_family_detailed_063,0.005185287881066444
64,pew_work_family_detailed_064,0.0028150246835305158
65,pew_work_family_detailed_065,0.008896449124975472
66,pew_work_family_detailed_066,0.0015091595080450276
67,pew_work_family_detailed_067,0.0020715602589769276
68,pew_work_family_detailed_068,0.0018053138446497243
69,pew_work_family_detailed_069,0.0003099450684295441
70,pew_work_family_detailed_070,0.00040091441819271433
71,pew_work_family_detailed_071,0.002116892742452657
72,pew_work_family_detailed_072,0.001906585868220668
73,pew_work_family_detailed_073,0.004925457310877622
74,pew_work_family_detailed_074,0.0007026347318651941
75,pew_work_family_detailed_075,0.002928957773906405
76,pew_work_family_detailed_076,0.000976354308366511
77,pew_work_family_detailed_077,0.0013256489081696244
78,pew_work_family_detailed_078,0.005215098215658254
79,pew_work_family_detailed_079,0.0034760707897211435
80,pew_work_family_detailed_080,0.0027880618637805225
81,pew_work_family_detailed_081,0.0013234275341648747
82,pew_work_family_detailed_082,0.002587327768237179
83,pew_work_family_detailed_083,0.005244677311631128
84,pew_work_family_detailed_084,0.0016137891870196398
85,pew_work_family_detailed_085,0.0007726488644080557
86,pew_work_family_detailed_086,0.00030258128745312923
87,pew_work_family_detailed_087,0.0019498592761019755
88,pew_work_family_detailed_088,0.0006530466684265854
89,pew_work_family_detailed_089,0.0031379775726437806
90,pew_work_family_detailed_090,0.0029721316885479633
91,pew_work_family_detailed_091,0.001864284983714354
92,pew_work_family_detailed_092,0.005687930862222816
93,pew_work_family_detailed_093,0.0026453539097258945
94,pew_work_family_detailed_094,0.0008363780521288536
95,pew_work_family_detailed_095,0.002746413060709163
96,pew_work_family_detailed_096,0.006339340279006915
97,pew_work_family_detailed_repair1_001,0.0008150337409254121
98,pew_work_family_detailed_repair1_002,0.002132064304965887
99,pew_work_family_detailed_repair1_003,0.0007854026408972867
100,pew_work_family_detailed_repair1_004,0.006554351391396568
101,pew_work_family_detailed_repair1_005,0.004297409177238324
102,pew_work_family_detailed_repair1_006,0.0010890656110386834
103,pew_work_family_detailed_repair1_007,0.0026109632944560017
104,pew_work_family_detailed_repair1_008,0.005830121237325891
105,pew_work_family_detailed_repair1_009,0.007798143956027499
106,pew_work_family_detailed_repair1_010,0.0037906572583826306
107,pew_work_family_detailed_repair1_011,0.002093255715740405
108,pew_work_family_detailed_repair1_012,0.004968055450247887
109,pew_work_family_detailed_repair1_013,0.0014316518666226364
110,pew_work_family_detailed_repair1_014,0.0008935376296061715
111,pew_work_family_detailed_repair1_015,0.0005226963078900136
112,pew_work_family_detailed_repair1_016,0.0035612137001828255
113,pew_work_family_detailed_repair1_017,0.0035262480806897293
114,pew_work_family_detailed_repair1_018,0.0015795109459952432
115,pew_work_family_detailed_repair1_019,0.001861133205929447
116,pew_work_family_detailed_repair1_020,0.00200638391796117
117,pew_work_family_detailed_repair1_021,0.005672271039691199
118,pew_work_family_detailed_repair1_022,0.005143623557713382
119,pew_work_family_detailed_repair1_023,0.006449553634775116
120,pew_work_family_detailed_repair1_024,0.0006295504735664488
121,pew_work_family_detailed_repair1_025,0.0015768616107550528
122,pew_work_family_detailed_repair1_026,0.004995823295950732
123,pew_work_family_detailed_repair1_027,0.002384367475508425
124,pew_work_family_detailed_repair1_028,0.0029735937789843073
125,pew_work_family_detailed_repair1_029,0.0030983080315065592
126,pew_work_family_detailed_repair1_030,0.0014931824920834686
127,pew_work_family_detailed_repair1_031,0.0010762813084492736
128,pew_work_family_detailed_repair1_032,0.004836451910560121
129,pew_work_family_detailed_repair1_033,0.0013835503731761468
130,pew_work_family_detailed_repair1_034,0.001721695519911953
131,pew_work_family_detailed_repair1_035,0.0036713459410940147
132,pew_work_family_detailed_repair1_036,0.0031200075569982467
133,pew_work_family_detailed_repair1_037,0.0028665081038515253
134,pew_work_family_detailed_repair1_038,0.00021046462915787694
135,pew_work_family_detailed_repair1_039,0.006995200039002053
136,pew_work_family_detailed_repair1_040,0.0035930887863255606
137,pew_work_family_detailed_repair1_041,0.0018207248680717685
138,pew_work_family_detailed_repair1_042,0.0021532116741297303
139,pew_work_family_detailed_repair1_043,0.008541662201521277
140,pew_work_family_detailed_repair1_044,0.0024700420359807036
141,pew_work_family_detailed_repair1_045,0.0024426135900235783
142,pew_work_family_detailed_repair1_046,0.007149967381881472
143,pew_work_family_detailed_repair1_047,0.0030971417122854666
144,pew_work_family_detailed_repair1_048,0.008077613844949585
145,pew_work_family_detailed_repair1_049,0.0012396093108745499
146,pew_work_family_detailed_repair1_050,0.000846002231540678
147,pew_work_family_detailed_repair1_051,0.00466261487259939
148,pew_work_family_detailed_repair1_052,0.00131064931702643
149,pew_work_family_detailed_repair1_053,0.001723046036003767
150,pew_work_family_detailed_repair1_054,0.0025875044326978936
151,pew_work_family_detailed_repair1_055,0.003091638913570613
152,pew_work_family_detailed_repair1_056,0.006952607347425463
153,pew_work_family_detailed_repair1_057,0.002321351945741995
154,pew_work_family_detailed_repair1_058,0.009052276720242801
155,pew_work_family_detailed_repair1_059,0.001221231893928076
156,pew_work_family_detailed_repair1_060,0.002104875648317086
157,pew_work_family_detailed_repair1_061,0.002483558188155898
158,pew_work_family_detailed_repair1_062,0.003087630017995244
159,pew_work_family_detailed_repair1_063,0.006394488412684946
160,pew_work_family_detailed_repair1_064,0.0011066164024282753
161,pew_work_family_detailed_repair1_065,0.0042178661604446895
162,pew_work_family_detailed_repair1_066,0.004778113678074785
163,pew_work_family_detailed_repair1_067,0.0006946941537851966
164,pew_work_family_detailed_repair1_068,0.0004875186720888598
165,pew_work_family_detailed_repair1_069,0.0019626088323914607
166,pew_work_family_detailed_repair1_070,0.008638365635008041
167,pew_work_family_detailed_repair1_071,0.0045494267596565075
168,pew_work_family_detailed_repair1_072,0.0012934494945686156
169,pew_work_family_detailed_repair1_073,0.005446092499359363
170,pew_work_family_detailed_repair1_074,0.0016304966233297987
