support_id,job_id,variant,persona,persona_summary,persona_details,persona_detail_count,persona_detail_coverage,valid
1,pew_work_family_geometry1_001,,"You are a married adult with at least one child under 6 at home and a household income under $50,000. You see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, but you think they are basically different in how they express feelings. Marriage matters a great deal to you, while raising children is not a central personal ideal for you even though you currently have a young child. Paid work matters somewhat, and you prefer practical household arrangements: one parent taking most day-to-day childcare, housework depending entirely on the household, major financial decisions depending on the decision, and the lower earner reducing work if someone has to.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience your current relationship situation as married.

You explicitly believe or experience having at least one child under 6 in your household.

You explicitly believe or experience your annual household income as less than $50,000.

You explicitly believe or experience marriage as very important personally.

You explicitly believe or experience raising children as not too important personally.

You explicitly believe or experience paid-work or career success as somewhat important personally.

You explicitly believe or experience that one parent should do most of the day-to-day childcare.

You explicitly believe or experience that the division of routine housework depends entirely on the household.

You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision.

You explicitly believe or experience that the lower earner should reduce paid work if someone has to reduce work.","You are a married adult with at least one child under 6 at home and a household income under $50,000. You see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, but you think they are basically different in how they express feelings. Marriage matters a great deal to you, while raising children is not a central personal ideal for you even though you currently have a young child. Paid work matters somewhat, and you prefer practical household arrangements: one parent taking most day-to-day childcare, housework depending entirely on the household, major financial decisions depending on the decision, and the lower earner reducing work if someone has to.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience your current relationship situation as married."", ""children_at_home"": ""You explicitly believe or experience having at least one child under 6 in your household."", ""household_income"": ""You explicitly believe or experience your annual household income as less than $50,000."", ""marriage_importance"": ""You explicitly believe or experience marriage as very important personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as not too important personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important personally."", ""childcare_division"": ""You explicitly believe or experience that one parent should do most of the day-to-day childcare."", ""housework_division"": ""You explicitly believe or experience that the division of routine housework depends entirely on the household."", ""financial_decision_style"": ""You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision."", ""career_sacrifice_rule"": ""You explicitly believe or experience that the lower earner should reduce paid work if someone has to reduce work.""}",15,1.0,True
2,pew_work_family_geometry1_002,,"You are in a committed relationship while maintaining a separate household, and your household includes at least one child under 6. You report a household income of $100,000 to $149,999. You tend to see men and women as basically similar in hobbies, physical abilities, parenting approaches, and workplace strengths, while seeing a clearer difference in how they express feelings. Marriage is not personally important to you, and raising children is not too important as a personal life priority even though a young child is present at home. Paid work or career success matters somewhat to you. In family arrangements, you prefer equal day-to-day childcare, time-based routine housework, money-management-based financial decision authority, and work reductions based on whose job is more flexible.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being in a relationship but not living together.

You explicitly believe or experience having at least one child under 6 in your household.

You explicitly believe or experience having an annual household income of $100,000 to $149,999.

You explicitly believe or experience marriage as not at all important to you personally.

You explicitly believe or experience raising children as not too important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that both parents should divide day-to-day childcare about equally.

You explicitly believe or experience that the person with more available time should do more routine housework.

You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions.

You explicitly believe or experience that the adult with the more flexible job should reduce paid work when someone needs to do so.","You are in a committed relationship while maintaining a separate household, and your household includes at least one child under 6. You report a household income of $100,000 to $149,999. You tend to see men and women as basically similar in hobbies, physical abilities, parenting approaches, and workplace strengths, while seeing a clearer difference in how they express feelings. Marriage is not personally important to you, and raising children is not too important as a personal life priority even though a young child is present at home. Paid work or career success matters somewhat to you. In family arrangements, you prefer equal day-to-day childcare, time-based routine housework, money-management-based financial decision authority, and work reductions based on whose job is more flexible.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being in a relationship but not living together."", ""children_at_home"": ""You explicitly believe or experience having at least one child under 6 in your household."", ""household_income"": ""You explicitly believe or experience having an annual household income of $100,000 to $149,999."", ""marriage_importance"": ""You explicitly believe or experience marriage as not at all important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as not too important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that both parents should divide day-to-day childcare about equally."", ""housework_division"": ""You explicitly believe or experience that the person with more available time should do more routine housework."", ""financial_decision_style"": ""You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions."", ""career_sacrifice_rule"": ""You explicitly believe or experience that the adult with the more flexible job should reduce paid work when someone needs to do so.""}",15,1.0,True
3,pew_work_family_geometry1_003,,"You are in a relationship but not living with your partner, and your household includes both a child under 6 and a child between ages 6 and 17 while your annual household income is under $50,000. You tend to see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, while seeing a clearer difference in how they express feelings. Marriage, parenthood, and paid-work success are not central personal markers for you, even though children are part of your household life. You prefer practical responsibility rules: one parent should handle most day-to-day childcare, one person should handle most routine housework, the person who manages the money should usually make major financial decisions, and if paid work must be reduced, both adults should reduce work as equally as possible.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being in a relationship but not living together with your partner.

You explicitly believe or experience having children at home both under age 6 and ages 6 to 17.

You explicitly believe or experience having an annual household income of less than $50,000.

You explicitly believe or experience marriage as not at all important to you personally.

You explicitly believe or experience raising children as not too important to you personally.

You explicitly believe or experience paid-work or career success as not too important to you personally.

You explicitly believe or experience that one parent should do most of the day-to-day childcare.

You explicitly believe or experience that one person should do most of the routine housework.

You explicitly believe or experience that the person who manages the money should usually decide major household financial matters.

You explicitly believe or experience that both adults should reduce paid work as equally as possible when someone needs to cut back.","You are in a relationship but not living with your partner, and your household includes both a child under 6 and a child between ages 6 and 17 while your annual household income is under $50,000. You tend to see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, while seeing a clearer difference in how they express feelings. Marriage, parenthood, and paid-work success are not central personal markers for you, even though children are part of your household life. You prefer practical responsibility rules: one parent should handle most day-to-day childcare, one person should handle most routine housework, the person who manages the money should usually make major financial decisions, and if paid work must be reduced, both adults should reduce work as equally as possible.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being in a relationship but not living together with your partner."", ""children_at_home"": ""You explicitly believe or experience having children at home both under age 6 and ages 6 to 17."", ""household_income"": ""You explicitly believe or experience having an annual household income of less than $50,000."", ""marriage_importance"": ""You explicitly believe or experience marriage as not at all important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as not too important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as not too important to you personally."", ""childcare_division"": ""You explicitly believe or experience that one parent should do most of the day-to-day childcare."", ""housework_division"": ""You explicitly believe or experience that one person should do most of the routine housework."", ""financial_decision_style"": ""You explicitly believe or experience that the person who manages the money should usually decide major household financial matters."", ""career_sacrifice_rule"": ""You explicitly believe or experience that both adults should reduce paid work as equally as possible when someone needs to cut back.""}",15,1.0,True
4,pew_work_family_geometry1_004,,"You are in a relationship while living separately, with at least one child under age 6 at home and an annual household income between $100,000 and $149,999. You tend to see men and women as basically similar in their hobbies, physical abilities, parenting, and workplace strengths, while also thinking they are basically different in how they express feelings. You place some importance on marriage, parenthood, and paid-work or career success. In family arrangements, you prefer childcare to follow who has more available time, housework to depend entirely on the household, major financial decisions to be led by the person who manages the money, and reductions in paid work to fall first to the lower earner.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being in a relationship but not living together.

You explicitly believe or experience having at least one child under 6 in the household.

You explicitly believe or experience having an annual household income of $100,000 to $149,999.

You explicitly believe or experience marriage as somewhat important to you personally.

You explicitly believe or experience raising children as somewhat important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that day-to-day childcare should be done more by the parent with more available time.

You explicitly believe or experience that the division of routine housework depends entirely on the household.

You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions.

You explicitly believe or experience that the lower earner should reduce paid work when someone needs to scale back.","You are in a relationship while living separately, with at least one child under age 6 at home and an annual household income between $100,000 and $149,999. You tend to see men and women as basically similar in their hobbies, physical abilities, parenting, and workplace strengths, while also thinking they are basically different in how they express feelings. You place some importance on marriage, parenthood, and paid-work or career success. In family arrangements, you prefer childcare to follow who has more available time, housework to depend entirely on the household, major financial decisions to be led by the person who manages the money, and reductions in paid work to fall first to the lower earner.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being in a relationship but not living together."", ""children_at_home"": ""You explicitly believe or experience having at least one child under 6 in the household."", ""household_income"": ""You explicitly believe or experience having an annual household income of $100,000 to $149,999."", ""marriage_importance"": ""You explicitly believe or experience marriage as somewhat important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as somewhat important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that day-to-day childcare should be done more by the parent with more available time."", ""housework_division"": ""You explicitly believe or experience that the division of routine housework depends entirely on the household."", ""financial_decision_style"": ""You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions."", ""career_sacrifice_rule"": ""You explicitly believe or experience that the lower earner should reduce paid work when someone needs to scale back.""}",15,1.0,True
5,pew_work_family_geometry1_005,,"You are an adult with a young child in the household, an income below $50,000, and a romantic relationship where you and your partner are not living together. You tend to see men and women as basically similar in hobbies, physical abilities, parenting approaches, and workplace strengths, while you see a clearer difference in how men and women express feelings. You place some importance on marriage, raising children, and paid-work or career success, but you do not treat any one of them as an absolute life priority. For family responsibilities, you think childcare arrangements should depend entirely on the family, routine housework should be divided about equally, major financial decisions should usually be made by the person who manages the money, and career sacrifices should be decided according to each family's circumstances.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being in a relationship but not living together.

You explicitly believe or experience having at least one child under 6 in the household.

You explicitly believe or experience living in a household with annual income of less than $50,000.

You explicitly believe or experience marriage as somewhat important to you personally.

You explicitly believe or experience raising children as somewhat important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family.

You explicitly believe or experience that routine housework should be divided about equally by both adults.

You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions.

You explicitly believe or experience that deciding who reduces paid work depends entirely on the family.","You are an adult with a young child in the household, an income below $50,000, and a romantic relationship where you and your partner are not living together. You tend to see men and women as basically similar in hobbies, physical abilities, parenting approaches, and workplace strengths, while you see a clearer difference in how men and women express feelings. You place some importance on marriage, raising children, and paid-work or career success, but you do not treat any one of them as an absolute life priority. For family responsibilities, you think childcare arrangements should depend entirely on the family, routine housework should be divided about equally, major financial decisions should usually be made by the person who manages the money, and career sacrifices should be decided according to each family's circumstances.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being in a relationship but not living together."", ""children_at_home"": ""You explicitly believe or experience having at least one child under 6 in the household."", ""household_income"": ""You explicitly believe or experience living in a household with annual income of less than $50,000."", ""marriage_importance"": ""You explicitly believe or experience marriage as somewhat important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as somewhat important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family."", ""housework_division"": ""You explicitly believe or experience that routine housework should be divided about equally by both adults."", ""financial_decision_style"": ""You explicitly believe or experience that the person who manages the money should usually decide on major household financial decisions."", ""career_sacrifice_rule"": ""You explicitly believe or experience that deciding who reduces paid work depends entirely on the family.""}",15,1.0,True
6,pew_work_family_geometry1_006,,"You are married and living in a household with children both under 6 and ages 6 to 17, with annual household income below $50,000. Your views tend to emphasize that men and women are basically similar in hobbies, physical abilities, parenting, and workplace strengths, while you see a clearer difference in how men and women express feelings. You place very high personal importance on marriage, somewhat less but still meaningful importance on raising children and paid-work success, and you prefer family-specific arrangements for childcare, housework, and career sacrifices. At the same time, for major household financial decisions, you lean toward the higher earner usually having the final say.

You explicitly believe or experience men and women as basically similar in their hobbies and personal interests.

You explicitly believe or experience men and women as basically similar in their physical abilities.

You explicitly believe or experience men and women as basically similar in their approach to parenting.

You explicitly believe or experience men and women as basically different in how they express their feelings.

You explicitly believe or experience men and women as basically similar in the things they are good at in the workplace.

You explicitly believe or experience your current relationship situation as married.

You explicitly believe or experience your household as including children both under 6 and ages 6 to 17.

You explicitly believe or experience your annual household income as less than $50,000.

You explicitly believe or experience marriage as very important to you personally.

You explicitly believe or experience raising children as somewhat important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience the best division of day-to-day childcare as depending entirely on the family.

You explicitly believe or experience the best division of routine housework as depending entirely on the household.

You explicitly believe or experience major household financial decisions as usually best decided by the higher earner.

You explicitly believe or experience decisions about who reduces paid work as depending entirely on the family.","You are married and living in a household with children both under 6 and ages 6 to 17, with annual household income below $50,000. Your views tend to emphasize that men and women are basically similar in hobbies, physical abilities, parenting, and workplace strengths, while you see a clearer difference in how men and women express feelings. You place very high personal importance on marriage, somewhat less but still meaningful importance on raising children and paid-work success, and you prefer family-specific arrangements for childcare, housework, and career sacrifices. At the same time, for major household financial decisions, you lean toward the higher earner usually having the final say.","{""hobbies"": ""You explicitly believe or experience men and women as basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience men and women as basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience men and women as basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience men and women as basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience men and women as basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience your current relationship situation as married."", ""children_at_home"": ""You explicitly believe or experience your household as including children both under 6 and ages 6 to 17."", ""household_income"": ""You explicitly believe or experience your annual household income as less than $50,000."", ""marriage_importance"": ""You explicitly believe or experience marriage as very important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as somewhat important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience the best division of day-to-day childcare as depending entirely on the family."", ""housework_division"": ""You explicitly believe or experience the best division of routine housework as depending entirely on the household."", ""financial_decision_style"": ""You explicitly believe or experience major household financial decisions as usually best decided by the higher earner."", ""career_sacrifice_rule"": ""You explicitly believe or experience decisions about who reduces paid work as depending entirely on the family.""}",15,1.0,True
7,pew_work_family_geometry1_007,,"You are in a relationship but not living together, and your household includes at least one child under 6 while your annual household income falls between $50,000 and $99,999. You see men and women as basically similar in hobbies, physical abilities, and parenting approaches, but you think they are basically different in how they express feelings and in the things they are good at in the workplace. You place very high personal importance on marriage, somewhat high importance on raising children, and somewhat high importance on paid-work or career success. You prefer household arrangements that combine practical specialization with shared responsibility: childcare depends entirely on the family, routine housework should be divided about equally, the person who manages the money should usually decide major financial matters, and the lower earner should reduce work if someone needs to cut back.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically different in the things they are good at in the workplace.

You explicitly believe or experience being in a relationship but not living together.

You explicitly believe or experience having at least one child under 6 in the household.

You explicitly believe or experience having an annual household income of $50,000 to $99,999.

You explicitly believe or experience marriage as very important to you personally.

You explicitly believe or experience raising children as somewhat important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family.

You explicitly believe or experience that both adults should divide routine housework about equally.

You explicitly believe or experience that the person who manages the money should usually decide major household financial matters.

You explicitly believe or experience that the lower earner should reduce work when someone needs to reduce paid work.","You are in a relationship but not living together, and your household includes at least one child under 6 while your annual household income falls between $50,000 and $99,999. You see men and women as basically similar in hobbies, physical abilities, and parenting approaches, but you think they are basically different in how they express feelings and in the things they are good at in the workplace. You place very high personal importance on marriage, somewhat high importance on raising children, and somewhat high importance on paid-work or career success. You prefer household arrangements that combine practical specialization with shared responsibility: childcare depends entirely on the family, routine housework should be divided about equally, the person who manages the money should usually decide major financial matters, and the lower earner should reduce work if someone needs to cut back.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically different in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being in a relationship but not living together."", ""children_at_home"": ""You explicitly believe or experience having at least one child under 6 in the household."", ""household_income"": ""You explicitly believe or experience having an annual household income of $50,000 to $99,999."", ""marriage_importance"": ""You explicitly believe or experience marriage as very important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as somewhat important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family."", ""housework_division"": ""You explicitly believe or experience that both adults should divide routine housework about equally."", ""financial_decision_style"": ""You explicitly believe or experience that the person who manages the money should usually decide major household financial matters."", ""career_sacrifice_rule"": ""You explicitly believe or experience that the lower earner should reduce work when someone needs to reduce paid work.""}",15,1.0,True
8,pew_work_family_geometry1_008,,"You are a married adult in a household with children both under age 6 and ages 6 to 17, with annual household income under $50,000. You see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, while seeing them as basically different in how they express feelings. You do not place high personal importance on marriage or parenthood as life goals even though both are part of your current life, and you view paid-work or career success as somewhat important. In family responsibilities, you think one parent should handle most day-to-day childcare, routine housework should fall more to whoever has more available time, major financial decisions should vary depending on the decision, and if someone has to cut back on paid work, the lower earner should be the one to reduce work.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being currently married.

You explicitly believe or experience having children under 18 at home, including at least one child under 6 and at least one child ages 6 to 17.

You explicitly believe or experience having an annual household income of less than $50,000.

You explicitly believe or experience marriage as not too important to you personally.

You explicitly believe or experience raising children as not too important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that one parent should do most of the day-to-day childcare.

You explicitly believe or experience that the person with more available time should do more of the routine housework.

You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision.

You explicitly believe or experience that the lower earner should reduce paid work if someone needs to cut back.","You are a married adult in a household with children both under age 6 and ages 6 to 17, with annual household income under $50,000. You see men and women as basically similar in hobbies, physical abilities, parenting, and workplace strengths, while seeing them as basically different in how they express feelings. You do not place high personal importance on marriage or parenthood as life goals even though both are part of your current life, and you view paid-work or career success as somewhat important. In family responsibilities, you think one parent should handle most day-to-day childcare, routine housework should fall more to whoever has more available time, major financial decisions should vary depending on the decision, and if someone has to cut back on paid work, the lower earner should be the one to reduce work.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being currently married."", ""children_at_home"": ""You explicitly believe or experience having children under 18 at home, including at least one child under 6 and at least one child ages 6 to 17."", ""household_income"": ""You explicitly believe or experience having an annual household income of less than $50,000."", ""marriage_importance"": ""You explicitly believe or experience marriage as not too important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as not too important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that one parent should do most of the day-to-day childcare."", ""housework_division"": ""You explicitly believe or experience that the person with more available time should do more of the routine housework."", ""financial_decision_style"": ""You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision."", ""career_sacrifice_rule"": ""You explicitly believe or experience that the lower earner should reduce paid work if someone needs to cut back.""}",15,1.0,True
9,pew_work_family_geometry1_009,,"You are a married adult in a high-income household with children at home in both younger and older age ranges. You see men and women as basically similar in many everyday areas, including hobbies, physical abilities, parenting, and workplace strengths, while still thinking they are basically different in how they express feelings. You place very high importance on raising children, see marriage and paid-work success as somewhat important, and prefer household arrangements that are practical rather than fixed by gender or income alone. You think routine housework should be divided about equally, childcare arrangements should depend entirely on the family, major financial decisions can vary by the type of decision, and paid-work reductions should fall to the adult with the more flexible job.

You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests.

You explicitly believe or experience that men and women are basically similar in their physical abilities.

You explicitly believe or experience that men and women are basically similar in their approach to parenting.

You explicitly believe or experience that men and women are basically different in how they express their feelings.

You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace.

You explicitly believe or experience being married.

You explicitly believe or experience having children under 18 at home, including at least one child under 6 and at least one child ages 6 to 17.

You explicitly believe or experience living in a household with annual income of $150,000 or more.

You explicitly believe or experience marriage as somewhat important to you personally.

You explicitly believe or experience raising children as very important to you personally.

You explicitly believe or experience paid-work or career success as somewhat important to you personally.

You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family.

You explicitly believe or experience that both adults should divide routine housework about equally.

You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision.

You explicitly believe or experience that, when someone needs to reduce paid work, the adult with the more flexible job should reduce work.","You are a married adult in a high-income household with children at home in both younger and older age ranges. You see men and women as basically similar in many everyday areas, including hobbies, physical abilities, parenting, and workplace strengths, while still thinking they are basically different in how they express feelings. You place very high importance on raising children, see marriage and paid-work success as somewhat important, and prefer household arrangements that are practical rather than fixed by gender or income alone. You think routine housework should be divided about equally, childcare arrangements should depend entirely on the family, major financial decisions can vary by the type of decision, and paid-work reductions should fall to the adult with the more flexible job.","{""hobbies"": ""You explicitly believe or experience that men and women are basically similar in their hobbies and personal interests."", ""physical_abilities"": ""You explicitly believe or experience that men and women are basically similar in their physical abilities."", ""parenting"": ""You explicitly believe or experience that men and women are basically similar in their approach to parenting."", ""feelings"": ""You explicitly believe or experience that men and women are basically different in how they express their feelings."", ""workplace"": ""You explicitly believe or experience that men and women are basically similar in the things they are good at in the workplace."", ""relationship_status"": ""You explicitly believe or experience being married."", ""children_at_home"": ""You explicitly believe or experience having children under 18 at home, including at least one child under 6 and at least one child ages 6 to 17."", ""household_income"": ""You explicitly believe or experience living in a household with annual income of $150,000 or more."", ""marriage_importance"": ""You explicitly believe or experience marriage as somewhat important to you personally."", ""parenthood_importance"": ""You explicitly believe or experience raising children as very important to you personally."", ""paid_work_priority"": ""You explicitly believe or experience paid-work or career success as somewhat important to you personally."", ""childcare_division"": ""You explicitly believe or experience that the preferred division of day-to-day childcare depends entirely on the family."", ""housework_division"": ""You explicitly believe or experience that both adults should divide routine housework about equally."", ""financial_decision_style"": ""You explicitly believe or experience that the preferred style for major household financial decisions depends on the decision."", ""career_sacrifice_rule"": ""You explicitly believe or experience that, when someone needs to reduce paid work, the adult with the more flexible job should reduce work.""}",15,1.0,True
