support_id,job_id,design_type,reason,coverage_item,coverage_option,intensity,coherence,pattern,profile
97,pew_w154_diff1_uniform_repair_r1_097,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically similar"", ""hobbies"": ""Men and women are basically similar"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically similar""}",
98,pew_w154_diff1_uniform_repair_r1_098,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically similar"", ""hobbies"": ""Men and women are basically different"", ""parenting"": ""Men and women are basically different"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically different""}",
99,pew_w154_diff1_uniform_repair_r1_099,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically similar"", ""parenting"": ""Men and women are basically different"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically different""}",
100,pew_w154_diff1_uniform_repair_r1_100,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically different"", ""parenting"": ""Men and women are basically different"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically similar""}",
101,pew_w154_diff1_uniform_repair_r1_101,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically different"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically different"", ""workplace"": ""Men and women are basically different""}",
102,pew_w154_diff1_uniform_repair_r1_102,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically similar"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically different""}",
103,pew_w154_diff1_uniform_repair_r1_103,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically similar"", ""hobbies"": ""Men and women are basically similar"", ""parenting"": ""Men and women are basically different"", ""physical_abilities"": ""Men and women are basically different"", ""workplace"": ""Men and women are basically similar""}",
104,pew_w154_diff1_uniform_repair_r1_104,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically similar"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically different""}",
105,pew_w154_diff1_uniform_repair_r1_105,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically similar"", ""hobbies"": ""Men and women are basically different"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically similar"", ""workplace"": ""Men and women are basically different""}",
106,pew_w154_diff1_uniform_repair_r1_106,adaptive_uniform,repair measured equal-weight marginal deficits,,,,explicit,"{""feelings"": ""Men and women are basically different"", ""hobbies"": ""Men and women are basically different"", ""parenting"": ""Men and women are basically similar"", ""physical_abilities"": ""Men and women are basically different"", ""workplace"": ""Men and women are basically similar""}",
